Node,Percent Change,Z Score,Mean (Percent Change),Std (Percent Change)
GPR55,21.874862490377662,0.3869504976575385,3.753094442077697,46.832264483448775
GPR18,21.874862490377662,0.3869504976575385,3.753094442077697,46.832264483448775
GPR119,21.874862490377662,0.3869504976575385,3.753094442077697,46.832264483448775
TRPV2,21.874862490377662,0.3869504976575385,3.753094442077697,46.832264483448775
TRPV3,21.874862490377662,0.3869504976575385,3.753094442077697,46.832264483448775
TRPV4,21.874862490377662,0.3869504976575385,3.753094442077697,46.832264483448775
PPARA,21.874862490377662,0.3869504976575385,3.753094442077697,46.832264483448775
PPARD,21.874862490377662,0.3869504976575385,3.753094442077697,46.832264483448775
PPARG,21.874862490377662,0.3869504976575385,3.753094442077697,46.832264483448775
NR1I2,21.874862490377662,0.3869504976575385,3.753094442077697,46.832264483448775
NAPEPLD,21.874862490377662,0.3869504976575385,3.753094442077697,46.832264483448775
PLCB1,21.874862490377662,0.3869504976575385,3.753094442077697,46.832264483448775
PLCE1,21.874862490377662,0.3869504976575385,3.753094442077697,46.832264483448775
DAGLA,21.874862490377662,0.3869504976575385,3.753094442077697,46.832264483448775
DAGLB,21.874862490377662,0.3869504976575385,3.753094442077697,46.832264483448775
FAAH,21.874862490377662,0.3869504976575385,3.753094442077697,46.832264483448775
NAAA,21.874862490377662,0.3869504976575385,3.753094442077697,46.832264483448775
MGLL,21.874862490377662,0.3869504976575385,3.753094442077697,46.832264483448775
ABHD6,21.874862490377662,0.3869504976575385,3.753094442077697,46.832264483448775
ABHD12,21.874862490377662,0.3869504976575385,3.753094442077697,46.832264483448775
PTGS2,21.874862490377662,0.3869504976575385,3.753094442077697,46.832264483448775
ALOX5,21.874862490377662,0.3869504976575385,3.753094442077697,46.832264483448775
ALOX12,21.874862490377662,0.3869504976575385,3.753094442077697,46.832264483448775
ALOX15,21.874862490377662,0.3869504976575385,3.753094442077697,46.832264483448775
FABP1,21.874862490377662,0.3869504976575385,3.753094442077697,46.832264483448775
FABP3,21.874862490377662,0.3869504976575385,3.753094442077697,46.832264483448775
FABP5,21.874862490377662,0.3869504976575385,3.753094442077697,46.832264483448775
FABP7,21.874862490377662,0.3869504976575385,3.753094442077697,46.832264483448775
HSPA1A,21.874862490377662,0.3869504976575385,3.753094442077697,46.832264483448775
SLCO2B1,21.874862490377662,0.3869504976575385,3.753094442077697,46.832264483448775
SLC22A5,21.874862490377662,0.3869504976575385,3.753094442077697,46.832264483448775
GNAI1,21.874862490377662,0.3869504976575385,3.753094442077697,46.832264483448775
GNAI2,21.874862490377662,0.3869504976575385,3.753094442077697,46.832264483448775
GNAI3,21.874862490377662,0.3869504976575385,3.753094442077697,46.832264483448775
ARRB1,21.874862490377662,0.3869504976575385,3.753094442077697,46.832264483448775
GRK2,21.874862490377662,0.3869504976575385,3.753094442077697,46.832264483448775
AKT1,21.874862490377662,0.3869504976575385,3.753094442077697,46.832264483448775
AEA,-39.201695310165455,-0.9172050556603775,3.753094442077697,46.832264483448775
2-AG,8.454710421698346,0.10039266799243224,3.753094442077697,46.832264483448775
Noladin,21.874862490377662,0.3869504976575385,3.753094442077697,46.832264483448775
Virodhamine,21.874862490377662,0.3869504976575385,3.753094442077697,46.832264483448775
NADA,-23.95841912993532,-0.5917184205732071,3.753094442077697,46.832264483448775
AA,51.735939909672325,1.0245681262018087,3.753094442077697,46.832264483448775
OEA,-13.216349955873172,-0.3623451606519716,3.753094442077697,46.832264483448775
PEA,51.65110730336775,1.0227567124843586,3.753094442077697,46.832264483448775
LEA,-99.65277816954308,-2.208004967348226,3.753094442077697,46.832264483448775
NAGly,-23.95841912993532,-0.5917184205732071,3.753094442077697,46.832264483448775
Δ9-THC,51.735939909672325,1.0245681262018087,3.753094442077697,46.832264483448775
Δ8-THC,51.735939909672325,1.0245681262018087,3.753094442077697,46.832264483448775
THCA,51.65110730336775,1.0227567124843586,3.753094442077697,46.832264483448775
THCV,1.2272810913099832,-0.05393318855338234,3.753094442077697,46.832264483448775
CBD,1.2272810913099832,-0.05393318855338234,3.753094442077697,46.832264483448775
CBDA,51.65110730336775,1.0227567124843586,3.753094442077697,46.832264483448775
CBDV,1.2272810913099832,-0.05393318855338234,3.753094442077697,46.832264483448775
CBG,1.2272810913099832,-0.05393318855338234,3.753094442077697,46.832264483448775
CBGA,13.877367947499838,0.21618159226531128,3.753094442077697,46.832264483448775
CBC,1.2272810913099832,-0.05393318855338234,3.753094442077697,46.832264483448775
CBN,1.2272810913099832,-0.05393318855338234,3.753094442077697,46.832264483448775
CBL,21.874862490377662,0.3869504976575385,3.753094442077697,46.832264483448775
"WIN55,212-2",-99.65277816954308,-2.208004967348226,3.753094442077697,46.832264483448775
"WIN55,212-3",-99.65277816954308,-2.208004967348226,3.753094442077697,46.832264483448775
"CP55,940",-99.65277816954308,-2.208004967348226,3.753094442077697,46.832264483448775
HU-210,-99.65277816954308,-2.208004967348226,3.753094442077697,46.832264483448775
HU-211,-99.65277816954308,-2.208004967348226,3.753094442077697,46.832264483448775
JWH-018,-99.65277816954308,-2.208004967348226,3.753094442077697,46.832264483448775
JWH-073,-99.30752919039558,-2.2006329347771865,3.753094442077697,46.832264483448775
JWH-133,-99.7682987405126,-2.2104716550526042,3.753094442077697,46.832264483448775
AM251,-61.924971632820615,-1.4024106414523245,3.753094442077697,46.832264483448775
SR141716A,-99.30752919039558,-2.2006329347771865,3.753094442077697,46.832264483448775
SR144528,-99.65277816954308,-2.208004967348226,3.753094442077697,46.832264483448775
PGE2,51.65110730336775,1.0227567124843586,3.753094442077697,46.832264483448775
PGD2,51.735939909672325,1.0245681262018087,3.753094442077697,46.832264483448775
PGA2,51.65110730336775,1.0227567124843586,3.753094442077697,46.832264483448775
12-HETE,51.78707189155525,1.0256599372096022,3.753094442077697,46.832264483448775
15-HETE,51.65110730336775,1.0227567124843586,3.753094442077697,46.832264483448775
5-HPETE,21.874862490377662,0.3869504976575385,3.753094442077697,46.832264483448775
LTB4,51.65110730336775,1.0227567124843586,3.753094442077697,46.832264483448775
