Node,Percent Change,Z Score,Mean (Percent Change),Std (Percent Change)
CNR2,1.282051282051278,0.576040733943554,-11.130711393869293,21.548411326649152
GPR55,1.2820512820512802,0.5760407339435542,-11.130711393869293,21.548411326649152
GPR18,1.2820512820512802,0.5760407339435542,-11.130711393869293,21.548411326649152
GPR119,1.2820512820512802,0.5760407339435542,-11.130711393869293,21.548411326649152
TRPV1,1.2820512820512835,0.5760407339435543,-11.130711393869293,21.548411326649152
TRPV2,1.2820512820512664,0.5760407339435535,-11.130711393869293,21.548411326649152
TRPV3,1.2820512820512664,0.5760407339435535,-11.130711393869293,21.548411326649152
TRPV4,1.2820512820512664,0.5760407339435535,-11.130711393869293,21.548411326649152
PPARA,1.2820512820512846,0.5760407339435544,-11.130711393869293,21.548411326649152
PPARD,1.2820512820512846,0.5760407339435544,-11.130711393869293,21.548411326649152
PPARG,1.2820512820512664,0.5760407339435535,-11.130711393869293,21.548411326649152
NR1I2,1.2820512820512802,0.5760407339435542,-11.130711393869293,21.548411326649152
NAPEPLD,,,-11.130711393869293,21.548411326649152
PLCB1,,,-11.130711393869293,21.548411326649152
PLCE1,,,-11.130711393869293,21.548411326649152
DAGLA,1.2820512820512802,0.5760407339435542,-11.130711393869293,21.548411326649152
DAGLB,1.2820512820512802,0.5760407339435542,-11.130711393869293,21.548411326649152
FAAH,1.2820512820512802,0.5760407339435542,-11.130711393869293,21.548411326649152
NAAA,1.2820512820512786,0.5760407339435542,-11.130711393869293,21.548411326649152
MGLL,1.2820512820512802,0.5760407339435542,-11.130711393869293,21.548411326649152
ABHD6,,,-11.130711393869293,21.548411326649152
ABHD12,,,-11.130711393869293,21.548411326649152
PTGS2,1.2820512820512664,0.5760407339435535,-11.130711393869293,21.548411326649152
ALOX5,1.2820512820512802,0.5760407339435542,-11.130711393869293,21.548411326649152
ALOX12,1.2820512820512802,0.5760407339435542,-11.130711393869293,21.548411326649152
ALOX15,1.2820512820512802,0.5760407339435542,-11.130711393869293,21.548411326649152
FABP1,,,-11.130711393869293,21.548411326649152
FABP3,,,-11.130711393869293,21.548411326649152
FABP5,,,-11.130711393869293,21.548411326649152
FABP7,,,-11.130711393869293,21.548411326649152
HSPA1A,,,-11.130711393869293,21.548411326649152
SLCO2B1,,,-11.130711393869293,21.548411326649152
SLC22A5,,,-11.130711393869293,21.548411326649152
GNAI1,,,-11.130711393869293,21.548411326649152
GNAI2,,,-11.130711393869293,21.548411326649152
GNAI3,,,-11.130711393869293,21.548411326649152
ARRB1,,,-11.130711393869293,21.548411326649152
GRK2,,,-11.130711393869293,21.548411326649152
AKT1,,,-11.130711393869293,21.548411326649152
AEA,-18.97435897435898,-0.3640011999766018,-11.130711393869293,21.548411326649152
2-AG,-13.18681318681318,-0.09541779028512812,-11.130711393869293,21.548411326649152
Noladin,,,-11.130711393869293,21.548411326649152
Virodhamine,,,-11.130711393869293,21.548411326649152
NADA,1.2820512820512802,0.5760407339435542,-11.130711393869293,21.548411326649152
AA,1.2820512820512802,0.5760407339435542,-11.130711393869293,21.548411326649152
OEA,-13.18681318681318,-0.09541779028512812,-11.130711393869293,21.548411326649152
PEA,1.2820512820512802,0.5760407339435542,-11.130711393869293,21.548411326649152
LEA,-49.358974358974365,-1.7740641008568354,-11.130711393869293,21.548411326649152
NAGly,1.2820512820512802,0.5760407339435542,-11.130711393869293,21.548411326649152
Δ9-THC,1.2820512820512802,0.5760407339435542,-11.130711393869293,21.548411326649152
Δ8-THC,1.2820512820512802,0.5760407339435542,-11.130711393869293,21.548411326649152
THCA,1.2820512820512802,0.5760407339435542,-11.130711393869293,21.548411326649152
THCV,-9.971509971509972,0.05379521509902326,-11.130711393869293,21.548411326649152
CBD,-9.971509971509972,0.05379521509902326,-11.130711393869293,21.548411326649152
CBDA,1.2820512820512802,0.5760407339435542,-11.130711393869293,21.548411326649152
CBDV,-9.971509971509972,0.05379521509902326,-11.130711393869293,21.548411326649152
CBG,-9.971509971509972,0.05379521509902326,-11.130711393869293,21.548411326649152
