Node,Percent Change,Z Score,Mean (Percent Change),Std (Percent Change)
CNR2,74.75173484584425,1.8773120076452265,-18.276043526939475,49.55371189974515
GPR55,2.15233016461859,0.4122470932730092,-18.276043526939475,49.55371189974515
GPR18,-20.745980707395507,-0.04984363604189931,-18.276043526939475,49.55371189974515
GPR119,,,-18.276043526939475,49.55371189974515
TRPV2,,,-18.276043526939475,49.55371189974515
TRPV3,,,-18.276043526939475,49.55371189974515
TRPV4,,,-18.276043526939475,49.55371189974515
PPARD,-29.240191387559804,-0.22125785214238847,-18.276043526939475,49.55371189974515
PPARG,,,-18.276043526939475,49.55371189974515
NR1I2,,,-18.276043526939475,49.55371189974515
NAPEPLD,-54.48199445983379,-0.7306405422492784,-18.276043526939475,49.55371189974515
PLCB1,8.105263157894731,0.5323780131387066,-18.276043526939475,49.55371189974515
PLCE1,,,-18.276043526939475,49.55371189974515
DAGLA,69.70012239902078,1.775369847246755,-18.276043526939475,49.55371189974515
DAGLB,-94.7265725288832,-1.5427810767559653,-18.276043526939475,49.55371189974515
FAAH,,,-18.276043526939475,49.55371189974515
NAAA,-8.179824561403521,0.2037429403061101,-18.276043526939475,49.55371189974515
MGLL,-33.473684210526315,-0.30669025792324145,-18.276043526939475,49.55371189974515
ABHD6,,,-18.276043526939475,49.55371189974515
ABHD12,,,-18.276043526939475,49.55371189974515
PTGS2,-66.52224108658744,-0.9736141998253837,-18.276043526939475,49.55371189974515
ALOX5,8.10526315789474,0.5323780131387068,-18.276043526939475,49.55371189974515
ALOX12,,,-18.276043526939475,49.55371189974515
ALOX15,8.105263157894731,0.5323780131387066,-18.276043526939475,49.55371189974515
FABP1,,,-18.276043526939475,49.55371189974515
FABP3,,,-18.276043526939475,49.55371189974515
FABP5,-83.36842105263158,-1.3135721831975793,-18.276043526939475,49.55371189974515
FABP7,,,-18.276043526939475,49.55371189974515
HSPA1A,,,-18.276043526939475,49.55371189974515
SLCO2B1,,,-18.276043526939475,49.55371189974515
SLC22A5,,,-18.276043526939475,49.55371189974515
GNAI1,,,-18.276043526939475,49.55371189974515
GNAI2,,,-18.276043526939475,49.55371189974515
GNAI3,,,-18.276043526939475,49.55371189974515
ARRB1,-54.32171979243884,-0.7274061797514859,-18.276043526939475,49.55371189974515
GRK2,,,-18.276043526939475,49.55371189974515
AKT1,,,-18.276043526939475,49.55371189974515
AEA,,,-18.276043526939475,49.55371189974515
2-AG,,,-18.276043526939475,49.55371189974515
Noladin,,,-18.276043526939475,49.55371189974515
Virodhamine,,,-18.276043526939475,49.55371189974515
NADA,,,-18.276043526939475,49.55371189974515
AA,,,-18.276043526939475,49.55371189974515
OEA,,,-18.276043526939475,49.55371189974515
PEA,,,-18.276043526939475,49.55371189974515
LEA,,,-18.276043526939475,49.55371189974515
NAGly,,,-18.276043526939475,49.55371189974515
Δ9-THC,,,-18.276043526939475,49.55371189974515
Δ8-THC,,,-18.276043526939475,49.55371189974515
THCA,,,-18.276043526939475,49.55371189974515
THCV,,,-18.276043526939475,49.55371189974515
CBD,,,-18.276043526939475,49.55371189974515
CBDA,,,-18.276043526939475,49.55371189974515
CBDV,,,-18.276043526939475,49.55371189974515
CBG,,,-18.276043526939475,49.55371189974515
CBGA,,,-18.276043526939475,49.55371189974515
CBC,,,-18.276043526939475,49.55371189974515
CBN,,,-18.276043526939475,49.55371189974515
CBL,,,-18.276043526939475,49.55371189974515
"WIN55,212-2",,,-18.276043526939475,49.55371189974515
"WIN55,212-3",,,-18.276043526939475,49.55371189974515
"CP55,940",,,-18.276043526939475,49.55371189974515
HU-210,,,-18.276043526939475,49.55371189974515
HU-211,,,-18.276043526939475,49.55371189974515
JWH-018,,,-18.276043526939475,49.55371189974515
JWH-073,,,-18.276043526939475,49.55371189974515
JWH-133,,,-18.276043526939475,49.55371189974515
AM251,,,-18.276043526939475,49.55371189974515
SR141716A,,,-18.276043526939475,49.55371189974515
SR144528,,,-18.276043526939475,49.55371189974515
PGE2,,,-18.276043526939475,49.55371189974515
PGD2,,,-18.276043526939475,49.55371189974515
PGA2,,,-18.276043526939475,49.55371189974515
12-HETE,,,-18.276043526939475,49.55371189974515
15-HETE,,,-18.276043526939475,49.55371189974515
5-HPETE,,,-18.276043526939475,49.55371189974515
LTB4,,,-18.276043526939475,49.55371189974515
