Node,Percent Change,Z Score,Mean (Percent Change),Std (Percent Change)
GPR55,177.41546730092188,-0.6681686755050789,35221674.61313622,52713481.623550296
GPR18,41576250.31629872,0.12054934539409239,35221674.61313622,52713481.623550296
GPR119,127655650.557083,1.7535168062708828,35221674.61313622,52713481.623550296
TRPV2,127655650.557083,1.7535168062708828,35221674.61313622,52713481.623550296
TRPV3,127655650.557083,1.7535168062708828,35221674.61313622,52713481.623550296
TRPV4,127655650.557083,1.7535168062708828,35221674.61313622,52713481.623550296
PPARA,1484478.0781966324,-0.6400107808448597,35221674.61313622,52713481.623550296
PPARD,13541105.696634628,-0.41129077891936416,35221674.61313622,52713481.623550296
PPARG,127655650.557083,1.7535168062708828,35221674.61313622,52713481.623550296
NR1I2,127655650.557083,1.7535168062708828,35221674.61313622,52713481.623550296
NAPEPLD,80644.54755507315,-0.6666421754597504,35221674.61313622,52713481.623550296
PLCB1,41634255.302983984,0.12164972778012978,35221674.61313622,52713481.623550296
PLCE1,13541313.244040482,-0.4112868416456448,35221674.61313622,52713481.623550296
DAGLA,41634255.302983984,0.12164972778012978,35221674.61313622,52713481.623550296
DAGLB,1468474.5791710755,-0.6403143748882174,35221674.61313622,52713481.623550296
FAAH,127655650.557083,1.7535168062708828,35221674.61313622,52713481.623550296
NAAA,4428922.621579616,-0.5841532572532567,35221674.61313622,52713481.623550296
MGLL,13616519.567463135,-0.4098601416610045,35221674.61313622,52713481.623550296
ABHD6,4465565.557071232,-0.583458123212343,35221674.61313622,52713481.623550296
ABHD12,484175.2633727673,-0.6589870044600529,35221674.61313622,52713481.623550296
PTGS2,13691322.641280811,-0.40844109151455665,35221674.61313622,52713481.623550296
ALOX5,4501515.330980766,-0.5827761387787161,35221674.61313622,52713481.623550296
ALOX12,127655650.557083,1.7535168062708828,35221674.61313622,52713481.623550296
ALOX15,41634255.302983984,0.12164972778012978,35221674.61313622,52713481.623550296
FABP1,127655650.557083,1.7535168062708828,35221674.61313622,52713481.623550296
FABP3,41576250.31629872,0.12054934539409239,35221674.61313622,52713481.623550296
FABP5,41576250.31629872,0.12054934539409239,35221674.61313622,52713481.623550296
FABP7,41634255.302983984,0.12164972778012978,35221674.61313622,52713481.623550296
HSPA1A,127655650.557083,1.7535168062708828,35221674.61313622,52713481.623550296
SLCO2B1,127655650.557083,1.7535168062708828,35221674.61313622,52713481.623550296
SLC22A5,127655650.557083,1.7535168062708828,35221674.61313622,52713481.623550296
GNAI1,-99.99381699926572,-0.6681739380921013,35221674.61313622,52713481.623550296
GNAI2,127655650.557083,1.7535168062708828,35221674.61313622,52713481.623550296
GNAI3,-99.98387243567228,-0.6681739379034481,35221674.61313622,52713481.623550296
ARRB1,-99.99986726284487,-0.6681739382068776,35221674.61313622,52713481.623550296
GRK2,127655650.557083,1.7535168062708828,35221674.61313622,52713481.623550296
AKT1,-62.56146127088751,-0.6681732279823803,35221674.61313622,52713481.623550296
AEA,-99.9999349022863,-0.668173938208161,35221674.61313622,52713481.623550296
2-AG,-63.65420629731162,-0.668173248712277,35221674.61313622,52713481.623550296
Noladin,127655650.557083,1.7535168062708828,35221674.61313622,52713481.623550296
Virodhamine,127655650.557083,1.7535168062708828,35221674.61313622,52713481.623550296
NADA,-99.99999999329528,-0.6681739382093956,35221674.61313622,52713481.623550296
AA,1483698.9349833387,-0.6400255615648823,35221674.61313622,52713481.623550296
OEA,-99.79743834583864,-0.6681739343667041,35221674.61313622,52713481.623550296
PEA,1436472.46123599,-0.6409214703967938,35221674.61313622,52713481.623550296
LEA,-99.99999999997227,-0.6681739382093959,35221674.61313622,52713481.623550296
NAGly,-99.99999999329528,-0.6681739382093956,35221674.61313622,52713481.623550296
Δ9-THC,4428518.06520154,-0.5841609318815609,35221674.61313622,52713481.623550296
Δ8-THC,4428518.06520154,-0.5841609318815609,35221674.61313622,52713481.623550296
THCA,13541313.244040482,-0.4112868416456448,35221674.61313622,52713481.623550296
THCV,0.0035917590328056,-0.668172041093351,35221674.61313622,52713481.623550296
CBD,0.0035925378161527,-0.6681720410933364,35221674.61313622,52713481.623550296
CBDA,13541313.244040482,-0.4112868416456448,35221674.61313622,52713481.623550296
CBDV,0.0035917590328056,-0.668172041093351,35221674.61313622,52713481.623550296
CBG,-99.99609290353904,-0.6681739381352763,35221674.61313622,52713481.623550296
CBGA,-22.221364574138743,-0.6681724627114202,35221674.61313622,52713481.623550296
CBC,-99.99609290353904,-0.6681739381352763,35221674.61313622,52713481.623550296
CBN,-99.99609290353904,-0.6681739381352763,35221674.61313622,52713481.623550296
CBL,127655650.557083,1.7535168062708828,35221674.61313622,52713481.623550296
"WIN55,212-2",-99.99999999485334,-0.6681739382093956,35221674.61313622,52713481.623550296
"WIN55,212-3",-99.99999999485334,-0.6681739382093956,35221674.61313622,52713481.623550296
"CP55,940",-99.99999999485334,-0.6681739382093956,35221674.61313622,52713481.623550296
HU-210,-99.99999999485334,-0.6681739382093956,35221674.61313622,52713481.623550296
HU-211,-99.99999999485334,-0.6681739382093956,35221674.61313622,52713481.623550296
JWH-018,-99.99999999485334,-0.6681739382093956,35221674.61313622,52713481.623550296
JWH-073,-99.99999999480458,-0.6681739382093956,35221674.61313622,52713481.623550296
JWH-133,-99.99999999997245,-0.6681739382093959,35221674.61313622,52713481.623550296
AM251,0.0035455755168204,-0.6681720410942272,35221674.61313622,52713481.623550296
SR141716A,-99.99999945149936,-0.6681739382093853,35221674.61313622,52713481.623550296
SR144528,-99.99999999485334,-0.6681739382093956,35221674.61313622,52713481.623550296
PGE2,4464762.28638221,-0.5834733616421389,35221674.61313622,52713481.623550296
PGD2,484030.10995515954,-0.6589897580899239,35221674.61313622,52713481.623550296
PGA2,4464762.28638221,-0.5834733616421389,35221674.61313622,52713481.623550296
12-HETE,490722.877235694,-0.6588627930882885,35221674.61313622,52713481.623550296
15-HETE,1467692.5458044591,-0.6403292104358331,35221674.61313622,52713481.623550296
5-HPETE,127655650.557083,1.7535168062708828,35221674.61313622,52713481.623550296
LTB4,1467692.5458044591,-0.6403292104358331,35221674.61313622,52713481.623550296
