Node,Percent Change,Z Score,Mean (Percent Change),Std (Percent Change)
CNR1,-12.691885964912286,0.315010014148011,-21.85534249416552,29.08941340813273
CNR2,-13.502274204028604,0.2871514861073682,-21.85534249416552,29.08941340813273
GPR55,-3.0501052631579086,0.64646326714,-21.85534249416552,29.08941340813273
GPR18,-48.68421052631579,-0.9222897572987682,-21.85534249416552,29.08941340813273
GPR119,,,-21.85534249416552,29.08941340813273
TRPV1,-4.394190108475827,0.6002579749788958,-21.85534249416552,29.08941340813273
TRPV2,,,-21.85534249416552,29.08941340813273
TRPV3,,,-21.85534249416552,29.08941340813273
TRPV4,,,-21.85534249416552,29.08941340813273
PPARA,-3.6151960784313606,0.6270372715949862,-21.85534249416552,29.08941340813273
PPARD,-8.771929824561415,0.44976543480063036,-21.85534249416552,29.08941340813273
PPARG,,,-21.85534249416552,29.08941340813273
NR1I2,,,-21.85534249416552,29.08941340813273
NAPEPLD,-9.12197849996893,0.4377318928898247,-21.85534249416552,29.08941340813273
PLCB1,2.631578947368419,0.8417812039718875,-21.85534249416552,29.08941340813273
PLCE1,2.6315789473684257,0.8417812039718877,-21.85534249416552,29.08941340813273
DAGLA,-100.0,-2.686360718569424,-21.85534249416552,29.08941340813273
DAGLB,-23.026315789473685,-0.04025427666344032,-21.85534249416552,29.08941340813273
NAAA,-39.181286549707615,-0.5956099496560546,-21.85534249416552,29.08941340813273
MGLL,-48.68421052631579,-0.9222897572987682,-21.85534249416552,29.08941340813273
ABHD6,-31.578947368421066,-0.33426610354188335,-21.85534249416552,29.08941340813273
ABHD12,-17.89473684210526,0.13615281946362537,-21.85534249416552,29.08941340813273
PTGS2,2.6315789473684097,0.8417812039718873,-21.85534249416552,29.08941340813273
ALOX5,2.631578947368419,0.8417812039718875,-21.85534249416552,29.08941340813273
ALOX12,,,-21.85534249416552,29.08941340813273
ALOX15,2.631578947368419,0.8417812039718875,-21.85534249416552,29.08941340813273
FABP1,,,-21.85534249416552,29.08941340813273
FABP3,-48.68421052631579,-0.9222897572987682,-21.85534249416552,29.08941340813273
FABP5,-48.68421052631579,-0.9222897572987682,-21.85534249416552,29.08941340813273
FABP7,-100.0,-2.686360718569424,-21.85534249416552,29.08941340813273
HSPA1A,,,-21.85534249416552,29.08941340813273
SLCO2B1,,,-21.85534249416552,29.08941340813273
SLC22A5,,,-21.85534249416552,29.08941340813273
GNAI1,-4.6831717451523565,0.59032372045743,-21.85534249416552,29.08941340813273
GNAI2,,,-21.85534249416552,29.08941340813273
GNAI3,-7.088235294117623,0.5076454101312112,-21.85534249416552,29.08941340813273
ARRB1,-7.631578947368419,0.48896701171775653,-21.85534249416552,29.08941340813273
GRK2,,,-21.85534249416552,29.08941340813273
AKT1,-0.4281249999999926,0.7365984729061249,-21.85534249416552,29.08941340813273
